Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Testsuite1,,,2018-07-25 11:15:00,2018-07-25 11:15:01,0.600s,PASSED
,,,,,,
Test Cases/day2/test1,,implementing variable concept,2018-07-25 11:15:01,2018-07-25 11:15:01,0.292s,PASSED
Statement - return null,,,2018-07-25 11:15:01,2018-07-25 11:15:01,0.000s,PASSED
