Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Testsuite1,,,2018-07-25 11:14:59,2018-07-25 11:14:59,0.597s,PASSED
,,,,,,
Test Cases/day2/test1,,implementing variable concept,2018-07-25 11:14:59,2018-07-25 11:14:59,0.270s,PASSED
Statement - return null,,,2018-07-25 11:14:59,2018-07-25 11:14:59,0.001s,PASSED
