Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Testsuite1,,,2018-07-25 11:02:34,2018-07-25 11:02:35,0.598s,PASSED
,,,,,,
Test Cases/day2/test1,,implementing variable concept,2018-07-25 11:02:35,2018-07-25 11:02:35,0.269s,PASSED
Statement - return null,,,2018-07-25 11:02:35,2018-07-25 11:02:35,0.000s,PASSED
